Date,ME,RA,EA,NE,OC,NC,BC,CM
9/29/16,12,12,12,12,11,11,11,11
9/30/16,11,11,12,12,11,11,11,11
10/1/16,11,11,12,12,11,11,11,11
10/2/16,11,11,12,12,11,11,11,11
10/3/16,11,11,11,11,11,11,11,11
10/4/16,11,11,12,12,11,11,11,11
10/5/16,11,11,12,12,11,11,11,11
10/6/16,12,12,12,12,12,11,11,11
10/7/16,12,12,12,12,12,12,12,12
10/8/16,12,12,12,12,12,12,12,12
10/9/16,12,12,12,12,12,12,12,12
10/10/16,12,12,12,12,11,11,11,11
10/11/16,11,11,12,12,10,10,10,10
10/12/16,11,11,10,10,9,9,9,9
10/13/16,12,12,11,11,10,10,10,10
10/14/16,12,12,11,11,10,10,10,10
10/15/16,11,11,10,10,9,9,9,9
10/16/16,9,9,10,10,9,9,9,9
10/17/16,10,10,10,10,9,9,9,9
10/18/16,12,12,11,11,10,10,10,10
10/19/16,15,15,14,14,12,12,12,12
10/20/16,15,15,14,14,13,13,13,13
10/21/16,14,14,14,14,13,13,13,13
10/22/16,13,13,13,13,12,11,11,11
10/23/16,11,11,11,11,11,11,11,11
10/24/16,11,11,11,11,11,11,11,11
10/25/16,10,10,10,10,10,10,10,10
10/26/16,10,10,10,10,10,10,10,10
10/27/16,11,11,11,11,10,10,10,10
10/28/16,10,10,11,11,10,10,10,10
10/29/16,10,10,11,11,10,10,10,10
10/30/16,9,8,9,9,9,9,9,9
10/31/16,9,9,9,9,8,8,8,8
11/1/16,10,10,10,10,9,9,9,9
11/2/16,11,11,11,11,10,10,10,10
11/3/16,12,12,12,12,11,11,11,11
11/4/16,12,12,11,11,11,11,11,11
11/5/16,11,11,11,11,10,10,10,10
11/6/16,11,11,10,10,10,10,10,10
11/7/16,11,11,11,11,10,10,10,10
11/8/16,13,13,12,12,11,11,11,11
11/9/16,15,15,15,15,13,13,13,12
11/10/16,14,14,14,14,12,12,12,12
11/11/16,13,13,13,13,12,12,12,12
11/12/16,12,12,12,12,11,11,11,11
11/13/16,12,12,12,12,11,11,11,11
11/14/16,12,12,12,12,12,12,12,12
11/15/16,12,12,12,12,11,11,11,11
11/16/16,11,11,10,10,10,10,10,10
11/17/16,12,12,12,12,11,11,11,11
11/18/16,12,12,12,12,12,12,12,12
11/19/16,12,12,12,12,12,12,12,12
11/20/16,11,11,11,11,11,11,11,11
11/21/16,8,8,9,9,9,9,9,9
11/22/16,9,9,9,9,9,9,9,9
11/23/16,9,9,9,9,9,9,9,9
11/24/16,11,11,11,11,10,10,10,10
11/25/16,10,10,10,10,10,10,10,10
11/26/16,9,9,9,9,9,9,9,9
11/27/16,8,8,9,9,9,9,9,9
11/28/16,8,8,8,8,8,8,8,8
11/29/16,9,9,9,9,9,9,9,9
11/30/16,9,9,9,9,9,9,9,9
12/1/16,9,9,8,9,9,9,8,8
12/2/16,11,11,11,11,12,11,10,10
12/3/16,11,11,11,11,11,11,11,11
12/4/16,11,11,11,11,10,10,10,10
12/5/16,10,10,10,10,10,10,10,10
12/6/16,9,9,9,9,9,9,9,9
12/7/16,10,10,10,10,9,9,9,9
12/8/16,10,10,10,10,9,9,9,9
12/9/16,9,9,9,9,9,9,9,9
12/10/16,8,8,8,8,8,8,8,8
12/11/16,7,7,7,7,8,8,8,8
12/12/16,8,8,8,8,7,7,7,7
12/13/16,8,8,8,8,7,7,7,7
12/14/16,8,8,8,8,7,7,7,7
12/15/16,8,8,8,8,7,7,7,7
12/16/16,6,6,7,7,7,7,7,7
12/17/16,6,6,7,7,7,7,7,7
12/18/16,7,7,8,8,8,8,8,8
12/19/16,9,9,9,9,8,8,8,8
12/20/16,9,9,9,9,8,8,8,8
12/21/16,8,8,8,8,8,8,8,8
12/22/16,7,7,7,8,8,8,7,7
12/23/16,7,7,7,7,7,7,7,7
12/24/16,6,6,7,7,7,7,7,7
12/25/16,6,6,7,7,8,8,8,8
12/26/16,7,7,7,7,8,8,8,8
12/27/16,8,8,8,8,8,8,8,8
12/28/16,,8,8,8,8,8,8,8
12/29/16,8,8,8,8,8,8,8,8
12/30/16,6,6,6,6,7,7,7,7
12/31/16,5,5,5,5,6,6,6,6
1/1/17,5,5,5,5,6,6,6,6
1/2/17,5,5,6,6,6,6,6,6
1/3/17,6,6,6,6,6,6,6,6
1/4/17,6,6,6,6,6,6,6,6
1/5/17,5,5,5,5,6,6,6,6
1/6/17,5,5,5,5,6,6,6,6
1/7/17,6,6,6,6,6,6,6,6
1/8/17,6,6,6,6,6,6,6,6
1/9/17,4,4,4,4,4,4,4,4
1/10/17,4,4,4,4,5,5,5,5
1/11/17,4,4,4,4,4,4,4,4
1/12/17,4,4,4,4,4,4,4,4
1/13/17,4,4,4,4,5,5,5,5
1/14/17,5,5,5,5,6,6,6,6
1/15/17,5,5,5,5,6,6,6,6
1/16/17,5,5,6,6,6,6,6,6
1/17/17,4,4,5,5,5,5,5,5
1/18/17,4,4,5,5,5,5,5,5
1/19/17,2,2,2,2,2,2,2,2
1/20/17,2,2,2,2,2,2,2,2
1/21/17,2,2,2,2,3,3,3,3
1/22/17,2,2,3,3,3,3,3,3
1/23/17,2,2,2,2,2,2,2,2
1/24/17,2,2,3,3,3,3,3,3
1/25/17,2,2,3,3,3,3,3,3
1/26/17,3,3,4,4,4,4,4,4
1/27/17,5,5,5,5,5,5,5,5
1/28/17,6,6,6,6,6,6,6,6
1/29/17,5,5,5,5,5,5,5,5
1/30/17,5,5,5,5,5,5,5,5
1/31/17,4,4,4,4,5,5,5,5
2/1/17,4,4,4,4,4,4,4,4
2/2/17,4,4,4,4,4,4,4,4
2/3/17,2,2,3,3,3,3,3,3
2/4/17,3,3,3,3,3,3,3,3
2/5/17,4,4,4,4,4,4,4,4
2/6/17,2,2,3,3,3,3,3,3
2/7/17,2,2,3,3,3,3,3,3
2/8/17,3,3,3,3,3,3,3,3
2/9/17,4,4,4,4,4,4,4,4
2/10/17,3,3,3,3,4,4,4,4
2/11/17,2,2,3,3,3,3,3,3
2/12/17,3,3,3,3,3,3,3,3
2/13/17,4,4,4,4,4,4,4,4
2/14/17,4,4,4,4,4,4,4,4
2/15/17,4,4,5,5,4,4,4,4
2/16/17,4,4,4,4,4,4,4,4
2/17/17,2,2,3,3,3,3,3,3
2/18/17,2,2,3,3,3,3,3,3
2/19/17,3,3,3,3,3,3,3,3
2/20/17,3,3,3,3,3,3,3,3
2/21/17,3,3,3,3,3,3,3,3
2/22/17,4,4,4,4,3,3,3,3
2/23/17,3,3,3,3,3,3,3,3
2/24/17,3,3,3,3,3,3,3,3
2/25/17,3,3,3,3,3,3,3,3
2/26/17,2,2,2,2,2,2,2,2
2/27/17,2,2,2,2,2,2,2,2
2/28/17,2,2,2,2,2,2,2,2
3/1/17,3,3,3,3,3,3,3,3
3/2/17,4,4,4,4,4,4,4,4
3/3/17,3,3,3,3,3,3,3,3
3/4/17,3,3,3,3,3,3,3,3
3/5/17,3,3,3,3,3,3,3,3
3/6/17,3,3,3,3,3,3,3,3
3/7/17,4,4,4,4,4,4,4,4
3/8/17,4,4,4,4,4,4,4,4
3/9/17,4,4,4,4,4,4,4,4
3/10/17,4,4,4,4,4,4,4,4
3/11/17,4,4,4,4,4,4,4,4
3/12/17,3,3,3,3,3,3,3,3
3/13/17,4,4,3,3,3,3,3,3
3/14/17,3,3,3,3,3,3,3,3
3/15/17,3,3,3,3,3,3,3,3
3/16/17,4,4,3,3,3,3,3,3
3/17/17,3,3,3,3,3,3,3,3
3/18/17,4,4,3,3,3,3,3,3
3/19/17,4,4,3,3,3,3,3,3
3/20/17,4,4,3,3,3,3,3,3
3/21/17,3,3,3,3,3,3,3,3
3/22/17,2,2,2,2,2,2,2,2
3/23/17,2,2,3,3,3,3,3,3
3/24/17,3,3,3,3,3,3,3,3
3/25/17,2,2,2,2,2,2,2,2
3/26/17,2,2,3,3,3,3,3,3
3/27/17,2,2,2,2,2,2,2,2
3/28/17,3,3,3,3,3,3,3,3
3/29/17,4,4,4,4,4,4,4,4
3/30/17,4,4,4,4,4,4,4,4
3/31/17,3,3,3,3,3,3,3,3
4/1/17,4,4,4,4,3,3,3,3
4/2/17,3,3,3,3,3,3,3,3
4/3/17,4,3,3,3,3,3,3,3
4/4/17,5,4,4,4,3,3,3,3
4/5/17,6,5,5,5,4,4,4,4
4/6/17,5,4,4,4,4,4,4,4
4/7/17,4,3,3,3,3,3,3,3
4/8/17,2,1,2,2,2,2,2,2
4/9/17,3,2,3,3,3,3,3,3
4/10/17,5,4,4,4,3,3,3,3
4/11/17,4,3,4,4,3,3,3,3
4/12/17,4,3,3,3,3,3,3,3
4/13/17,4,3,3,3,3,3,3,3
4/14/17,4,3,3,3,3,3,3,3
4/15/17,4,3,3,3,3,3,3,3
4/16/17,4,3,3,3,3,3,3,3
4/17/17,7,7,8,8,6,6,7,7
4/18/17,6,6,6,6,5,5,6,6
4/19/17,6,6,6,6,5,5,6,6
4/20/17,7,7,7,7,5,5,6,6
4/21/17,8,8,9,9,7,7,8,8
4/22/17,8,8,9,9,8,8,8,8
4/23/17,7,7,8,8,6,6,7,7
4/24/17,7,7,7,7,6,6,7,7
4/25/17,7,7,7,7,6,6,7,7
4/26/17,8,8,8,8,7,7,8,8
4/27/17,7,7,7,7,6,6,7,7
4/28/17,8,8,8,8,7,7,8,8
4/29/17,9,9,10,10,10,10,10,10
4/30/17,9,9,10,10,10,10,10,10
5/1/17,8,8,9,9,8,8,8,8
5/2/17,9,9,10,10,8,8,8,8
5/3/17,9,9,10,10,8,8,8,8
5/4/17,9,9,10,10,8,8,8,8
5/5/17,8,8,7,7,6,6,6,6
5/6/17,5,5,6,6,6,6,6,6
5/7/17,4,4,5,5,5,5,5,5
5/8/17,5,5,6,6,7,7,7,7
5/9/17,4,4,5,5,6,6,6,6
5/10/17,5,5,6,6,6,6,6,6
5/11/17,6,6,7,7,7,7,7,7
5/12/17,7,7,7,7,6,6,6,6
5/13/17,7,7,7,7,7,7,7,7
5/14/17,7,7,7,7,7,7,7,7
5/15/17,6,6,6,6,6,6,6,6
5/16/17,6,6,6,6,6,6,6,6
5/17/17,6,6,6,6,6,6,6,6
5/18/17,7,7,7,7,7,7,7,7
5/19/17,9,9,9,9,9,8,8,8
5/20/17,9,9,10,10,10,10,10,10
5/21/17,9,9,10,10,10,10,10,10
5/22/17,9,9,10,10,8,8,8,8
5/23/17,9,9,9,9,8,8,8,8
5/24/17,11,10,10,10,8,8,8,8
5/25/17,9,8,7,7,7,7,7,7
5/26/17,7,6,7,7,7,7,7,7
5/27/17,8,7,7,7,7,7,7,7
5/28/17,11,10,10,10,7,7,7,7
5/29/17,11,10,10,10,7,7,7,7
5/30/17,10,9,8,8,7,7,7,7
5/31/17,9,8,8,8,7,7,7,7
6/1/17,10,9,9,9,7,7,7,7
6/2/17,11,10,10,10,10,9,9,9
6/3/17,11,10,11,11,10,9,9,9
6/4/17,11,10,10,10,7,7,7,7
6/5/17,10,9,8,8,7,7,7,7
6/6/17,10,9,7,7,7,7,7,7
6/7/17,11,10,7,7,7,7,7,7
6/8/17,11,10,10,10,9,9,9,9
6/9/17,10,9,9,9,8,8,8,8
6/10/17,9,9,7,7,7,7,7,7
6/11/17,7,7,7,7,7,7,7,7
6/12/17,8,8,9,9,8,8,8,8
6/13/17,10,10,10,10,9,9,9,9
6/14/17,12,12,12,12,10,9,10,9
6/15/17,12,12,12,12,10,9,9,9
6/16/17,13,13,13,12,11,10,10,10
6/17/17,13,13,12,12,10,9,9,9
6/18/17,12,12,12,12,10,9,9,9
6/19/17,12,12,12,12,10,9,9,9
6/20/17,13,13,13,12,10,9,9,9
6/21/17,13,12,12,12,10,9,9,9
6/22/17,13,12,11,11,8,8,8,8
6/23/17,12,12,11,11,9,9,9,9
6/24/17,12,12,11,11,9,9,9,9
6/25/17,13,13,12,12,10,10,10,10
6/26/17,14,14,13,13,11,11,11,11
6/27/17,14,14,13,13,10,10,10,10
6/28/17,13,13,12,12,9,9,9,9
6/29/17,12,12,10,10,8,8,8,8
6/30/17,12,12,11,11,9,9,9,9
7/1/17,12,12,11,11,9,9,9,9
7/2/17,12,12,11,11,9,9,9,9
7/3/17,12,12,12,12,9,9,9,9
7/4/17,12,12,12,12,9,9,9,9
7/5/17,12,12,12,12,9,9,9,9
7/6/17,12,12,12,12,10,10,10,10
7/7/17,12,12,12,12,11,11,11,11
7/8/17,12,12,12,12,11,11,11,11
7/9/17,12,12,12,12,10,10,10,10
7/10/17,12,12,12,12,10,9,9,9
7/11/17,12,12,12,12,10,9,9,9
7/12/17,12,12,12,12,10,9,9,9
7/13/17,12,12,12,12,10,9,9,9
7/14/17,12,12,12,12,10,9,9,9
7/15/17,12,12,12,12,10,9,9,9
7/16/17,12,12,12,12,10,9,9,9
7/17/17,12,12,12,12,10,9,9,9
7/18/17,12,12,12,12,10,9,9,9
7/19/17,12,12,12,11,10,9,9,9
7/20/17,12,12,12,12,10,9,9,9
7/21/17,12,12,12,12,10,9,9,9
7/22/17,12,12,12,12,10,9,9,9
7/23/17,12,12,12,12,10,9,9,9
7/24/17,11,11,11,11,10,9,9,9
7/25/17,12,12,12,12,9,8,8,8
7/26/17,12,12,12,12,10,9,9,9
7/27/17,13,13,12,12,11,10,10,10
7/28/17,13,13,12,12,11,10,10,10
7/29/17,12,12,12,12,11,10,10,10
7/30/17,12,12,12,12,11,10,10,10
7/31/17,13,13,12,12,11,10,10,10
8/1/17,13,13,12,12,11,10,10,10
8/2/17,12,12,12,12,11,10,10,10
8/3/17,12,12,12,12,11,11,11,11
8/4/17,12,12,12,12,11,11,11,11
8/5/17,12,12,12,12,11,10,10,10
8/6/17,12,12,12,12,11,10,10,10
8/7/17,13,13,12,12,11,10,10,10
8/8/17,13,13,12,12,11,10,11,10
8/9/17,13,13,12,12,11,10,11,10
8/10/17,13,13,12,12,11,10,11,10
8/11/17,12,12,12,12,11,10,11,10
8/12/17,12,12,12,12,11,10,10,10
8/13/17,13,13,12,12,11,10,10,10
8/14/17,14,14,12,12,10,10,10,10
8/15/17,13,13,11,11,10,10,10,10
8/16/17,13,13,12,12,11,10,10,10
8/17/17,13,13,12,12,11,10,10,10
8/18/17,13,13,12,12,11,11,11,11
8/19/17,13,13,12,12,11,11,11,11
8/20/17,13,13,12,12,11,10,10,10
8/21/17,13,13,12,12,11,10,10,10
8/22/17,13,13,12,12,11,10,10,10
8/23/17,13,13,12,12,11,10,10,10
8/24/17,13,13,12,12,11,10,10,10
8/25/17,13,13,12,12,11,10,10,10
8/26/17,13,13,13,13,11,11,11,11
8/27/17,14,14,13,13,12,12,12,12
8/28/17,14,14,14,14,12,12,12,12
8/29/17,14,14,14,14,12,12,12,12
8/30/17,14,14,14,14,12,12,12,12
8/31/17,14,14,14,14,12,12,12,12
9/1/17,15,15,15,15,14,14,14,14
9/2/17,13,13,14,14,13,13,13,13
9/3/17,12,12,12,12,12,12,12,12
9/4/17,12,12,12,12,11,11,11,11
9/5/17,13,13,12,12,11,11,11,11
9/6/17,13,13,12,12,11,11,11,11
9/7/17,13,13,12,12,11,11,11,11
9/8/17,13,13,12,12,11,11,11,11
9/9/17,13,13,12,12,11,11,11,11
9/10/17,13,13,12,12,11,11,11,11
9/11/17,13,13,13,13,11,11,11,11
9/12/17,13,13,12,12,11,11,11,11
9/13/17,13,13,11,12,10,10,10,10
9/14/17,10,10,10,10,11,11,11,11
9/15/17,10,10,10,10,11,11,11,11
9/16/17,11,11,10,10,10,10,10,10
9/17/17,11,11,11,11,10,10,10,10
9/18/17,12,12,11,11,9,9,9,9
9/19/17,12,12,11,11,9,9,9,9
9/20/17,12,12,10,10,9,9,9,9
9/21/17,8,8,8,8,9,9,9,9
9/22/17,9,9,10,10,10,10,10,10
9/23/17,10,10,11,11,11,10,10,10
9/24/17,13,13,13,13,13,11,11,11
9/25/17,14,14,14,14,14,13,13,13
9/26/17,14,14,14,14,14,13,13,13
9/27/17,14,14,14,14,13,12,12,12
9/28/17,14,14,14,14,13,12,12,12
9/29/17,14,14,14,14,13,12,12,12
9/30/17,14,14,13,13,11,11,11,11
10/1/17,13,13,12,12,10,10,10,10
10/2/17,13,13,10,10,10,10,10,10
10/3/17,12,12,11,11,10,10,10,10
10/4/17,12,12,12,12,11,11,11,11
10/5/17,13,13,12,12,12,11,11,11
10/6/17,14,14,14,14,13,12,12,12
10/7/17,14,14,14,14,14,13,13,13
10/8/17,14,14,12,12,11,11,11,11
10/9/17,15,15,14,15,14,12,12,12
10/10/17,14,14,14,14,14,12,12,12
10/11/17,13,13,12,12,11,11,11,11
10/12/17,13,13,12,12,11,11,11,11
10/13/17,13,13,12,12,11,11,11,11
10/14/17,15,15,14,15,14,12,12,12
10/15/17,15,15,14,15,14,13,13,13
10/16/17,14,14,14,14,13,13,13,13
10/17/17,14,14,14,14,13,13,13,13
10/18/17,13,13,13,13,11,11,11,11
10/19/17,12,12,12,12,10,10,10,10
10/20/17,9,9,10,10,10,10,10,10
10/21/17,13,13,13,13,13,11,11,11
10/22/17,15,15,15,15,14,12,12,12
10/23/17,15,15,15,15,14,14,14,14
10/24/17,16,16,15,16,15,15,14,14
10/25/17,15,15,14,14,14,13,13,13
10/26/17,14,14,13,13,13,12,12,12
10/27/17,14,14,14,14,13,12,12,12
10/28/17,14,14,14,14,13,12,12,12
10/29/17,13,13,12,12,11,11,11,11
10/30/17,11,11,8,8,8,8,8,8
10/31/17,8,8,8,8,8,8,8,8
11/1/17,9,9,8,8,8,8,8,8
11/2/17,8,8,8,8,8,8,8,8
11/3/17,9,9,10,10,9,9,9,9
11/4/17,8,8,9,9,9,9,9,9
11/5/17,8,8,8,8,8,8,8,8
11/6/17,11,11,10,10,10,10,10,10
11/7/17,11,11,10,10,10,10,10,10
11/8/17,11,11,11,11,10,10,10,10
11/9/17,10,10,9,9,9,9,9,9
11/10/17,10,10,9,9,9,9,9,9
11/11/17,11,11,10,10,9,9,9,9
11/12/17,12,12,11,11,9,9,9,9
11/13/17,12,12,12,12,10,10,10,10
11/14/17,11,11,11,11,10,10,10,10
11/15/17,11,11,11,11,10,10,10,10
11/16/17,11,11,11,11,10,10,10,10
11/17/17,9,9,9,9,9,9,9,9
11/18/17,11,11,10,10,9,9,9,9
11/19/17,12,12,12,12,10,10,10,10
11/20/17,12,12,12,12,10,10,10,10
11/21/17,14,14,12,12,11,11,11,11
11/22/17,14,14,14,14,13,12,12,12
11/23/17,14,13,13,13,12,12,12,12
11/24/17,13,13,13,13,11,11,11,11
11/25/17,13,13,12,12,11,11,11,11
11/26/17,13,13,12,12,10,10,10,10
11/27/17,8,8,8,8,8,8,8,8
11/28/17,12,12,11,11,10,10,10,10
11/29/17,12,12,11,11,10,10,10,10
11/30/17,11,11,11,11,10,10,10,10
12/1/17,11,11,11,11,10,10,10,10
12/2/17,11,11,11,11,10,10,10,10
12/3/17,11,11,11,11,11,10,10,10
12/4/17,15,15,14,14,15,12,12,12
12/5/17,15,15,15,15,15,14,14,14
12/6/17,15,15,15,15,13,12,12,12
12/7/17,17,17,16,16,15,15,14,14
12/8/17,15,15,14,14,14,14,14,14
12/9/17,15,15,15,15,14,14,13,13
12/10/17,16,16,15,16,14,15,14,14
12/11/17,14,14,14,14,13,12,12,12
12/12/17,14,14,14,14,13,12,12,12
12/13/17,14,14,14,14,13,12,12,12
12/14/17,15,15,14,15,14,12,12,12
12/15/17,14,14,14,14,13,12,12,12
12/16/17,12,12,12,12,11,11,11,11
12/17/17,13,13,13,13,14,12,12,12
12/18/17,13,13,13,13,12,12,12,12
12/19/17,12,12,12,12,11,11,11,11
12/20/17,12,12,11,11,10,10,10,10
12/21/17,12,12,11,11,12,11,11,11
12/22/17,13,13,12,12,12,12,12,12
12/23/17,13,13,12,12,12,12,12,12
12/24/17,13,13,13,13,12,12,12,12
12/25/17,13,13,12,12,11,11,11,11
12/26/17,12,12,12,12,11,11,11,11
12/27/17,12,12,12,12,11,11,11,11
12/28/17,13,13,12,13,11,11,11,11
12/29/17,13,13,12,12,11,11,11,11
12/30/17,12,12,12,12,11,11,11,11
12/31/17,12,12,12,12,11,11,11,11
1/1/18,12,12,12,12,11,11,11,11
1/2/18,13,13,12,12,11,11,11,11
1/3/18,12,12,12,12,11,11,11,11
1/4/18,11,11,11,11,11,11,11,11
1/5/18,11,11,10,10,10,10,10,10
1/6/18,11,11,10,10,10,10,10,10
1/7/18,10,10,9,9,9,9,9,9
1/8/18,10,10,9,9,9,9,9,9
1/9/18,7,7,7,7,7,7,7,7
1/10/18,7,7,8,8,8,8,8,8
1/11/18,9,9,9,9,8,8,8,8
1/12/18,10,10,10,10,9,9,9,9
1/13/18,11,11,11,11,11,11,11,11
1/14/18,11,11,11,11,10,10,10,10
1/15/18,10,10,10,10,10,10,10,10
1/16/18,10,10,10,10,10,10,10,10
1/17/18,11,11,11,11,11,11,11,11
1/18/18,11,11,11,11,11,11,11,11
1/19/18,8,8,8,8,8,8,8,8
1/20/18,8,8,9,9,9,9,9,9
1/21/18,9,9,9,9,9,9,9,9
1/22/18,10,10,10,10,10,10,10,10
1/23/18,11,11,11,11,10,10,10,10
1/24/18,11,11,11,11,11,11,11,11
1/25/18,9,9,8,8,8,8,8,8
1/26/18,9,9,9,9,9,9,9,9
1/27/18,11,11,11,11,11,11,10,10
1/28/18,14,14,14,14,13,13,12,12
1/29/18,14,14,14,14,13,13,12,12
1/30/18,12,12,12,12,11,11,11,11
1/31/18,11,11,11,11,10,10,10,10
2/1/18,11,11,11,11,10,10,10,10
2/2/18,11,11,11,11,10,10,10,10
2/3/18,11,11,11,11,10,10,10,10
2/4/18,11,11,11,11,10,10,10,10
2/5/18,11,11,11,11,10,10,10,10
2/6/18,12,12,11,11,10,10,10,10
2/7/18,13,13,12,12,11,11,11,11
2/8/18,12,12,12,12,11,11,11,11
2/9/18,12,12,12,12,11,11,11,11
2/10/18,11,11,10,10,10,10,10,10
2/11/18,12,12,12,12,12,10,10,10
2/12/18,5,5,6,6,6,6,6,6
2/13/18,6,6,6,6,7,7,7,7
2/14/18,6,6,6,6,6,6,6,6
2/15/18,7,7,6,6,6,6,6,6
2/16/18,10,10,10,10,10,10,10,10
2/17/18,10,10,10,10,10,10,10,10
2/18/18,9,9,9,9,8,8,8,8
2/19/18,6,6,6,6,7,7,7,7
2/20/18,6,6,7,7,7,7,7,7
2/21/18,7,7,7,7,7,7,7,7
2/22/18,6,6,6,6,6,6,6,6
2/23/18,5,5,6,6,6,6,6,6
2/24/18,6,6,6,6,6,6,6,6
2/25/18,7,7,7,7,7,7,7,7
2/26/18,5,5,5,5,5,5,5,5
2/27/18,4,4,5,5,5,5,5,5
2/28/18,5,5,6,6,6,6,6,6
3/1/18,5,5,6,6,6,6,6,6
3/2/18,4,4,5,5,5,5,5,5
3/3/18,4,4,4,4,5,5,5,5
3/4/18,5,5,6,6,6,6,6,6
3/5/18,8,8,7,7,7,7,7,7
3/6/18,8,8,8,8,8,8,8,8
3/7/18,7,7,8,8,7,7,7,7
3/8/18,7,7,7,7,6,6,6,6
3/9/18,6,6,6,6,6,6,6,6
3/10/18,5,5,5,5,5,5,5,5
3/11/18,4,4,5,5,5,5,5,5
3/12/18,6,6,6,6,5,5,5,5
3/13/18,5,5,6,6,5,5,5,5
3/14/18,4,4,5,5,5,5,5,5
3/15/18,4,4,4,4,5,5,5,5
3/16/18,4,4,5,5,5,5,5,5
3/17/18,4,4,4,4,5,5,5,5
3/18/18,4,4,5,5,5,5,5,5
3/19/18,7,7,7,7,6,6,6,6
3/20/18,7,7,7,7,6,6,6,6
3/21/18,6,6,6,6,5,6,6,6
3/22/18,5,5,5,5,5,5,5,5
3/23/18,5,5,5,5,5,5,5,5
3/24/18,6,6,6,6,6,6,6,6
3/25/18,5,5,5,5,5,6,6,6
3/26/18,6,6,6,6,6,6,6,6
3/27/18,8,8,8,8,7,7,7,7
3/28/18,7,7,7,7,6,6,6,6
3/29/18,6,6,5,5,5,5,5,5
3/30/18,6,6,5,5,5,5,5,5
3/31/18,6,6,5,5,5,5,5,5
4/1/18,6,6,4,4,4,4,4,4
4/2/18,5,5,5,5,5,5,5,5
4/3/18,5,5,5,5,5,5,5,5
4/4/18,5,5,5,5,5,5,5,5
4/5/18,5,5,5,5,5,5,5,5
4/6/18,5,5,5,5,5,5,5,5
4/7/18,4,4,5,5,5,5,5,5
4/8/18,5,5,5,5,5,5,5,5
4/9/18,7,7,8,8,7,7,7,7
4/10/18,7,7,8,8,7,7,7,7
4/11/18,6,6,6,6,5,5,5,5
4/12/18,5,5,5,5,5,5,5,5
4/13/18,9,9,10,10,8,8,8,8
4/14/18,10,10,11,11,10,10,10,10
4/15/18,9,9,9,9,8,8,8,8
4/16/18,5,5,6,6,6,6,6,6
4/17/18,7,7,7,7,6,6,6,6
4/18/18,6,6,7,7,6,6,6,6
4/19/18,5,5,6,6,6,6,6,6
4/20/18,7,7,7,7,6,6,6,6
4/21/18,8,8,9,9,7,7,7,7
4/22/18,8,8,9,9,7,7,7,7
4/23/18,10,10,10,10,9,9,9,9
4/24/18,10,10,10,10,9,9,9,9
4/25/18,10,10,10,10,9,9,9,9
4/26/18,10,10,10,10,9,9,9,9
4/27/18,10,10,10,10,9,9,9,9
4/28/18,10,10,10,10,9,9,9,9
4/29/18,9,9,9,9,9,9,9,9
4/30/18,6,6,7,7,7,7,7,7
5/1/18,6,6,7,7,7,7,7,7
5/2/18,7,7,7,7,7,7,7,7
5/3/18,10,10,10,10,9,9,9,9
5/4/18,11,11,11,11,10,10,10,10
5/5/18,11,11,11,11,10,10,10,10
5/6/18,11,11,11,11,9,9,9,9
5/7/18,11,11,11,11,9,9,9,9
5/8/18,11,11,11,11,9,9,9,9
5/9/18,12,12,11,11,9,9,9,9
5/10/18,11,11,10,10,9,9,9,9
5/11/18,10,10,9,9,9,9,9,9
5/12/18,10,10,9,9,9,9,9,9
5/13/18,10,10,9,9,9,9,9,9
5/14/18,10,10,10,10,9,9,9,9
5/15/18,10,10,10,10,9,9,9,9
5/16/18,10,10,10,10,9,9,9,9
5/17/18,10,10,10,10,9,9,9,9
5/18/18,10,10,10,10,9,9,9,9
5/19/18,10,10,10,10,9,9,9,9
5/20/18,10,10,10,10,9,9,9,9
5/21/18,9,9,9,9,9,9,9,9
5/22/18,9,9,9,9,9,9,9,9
5/23/18,10,10,10,10,9,9,9,9
5/24/18,10,10,9,9,9,9,9,9
5/25/18,10,10,9,9,9,9,9,9
5/26/18,9,9,9,9,9,9,9,9
5/27/18,10,10,10,10,9,9,9,9
5/28/18,12,12,10,10,9,9,9,9
5/29/18,12,12,10,10,9,9,9,9
5/30/18,11,11,9,9,9,9,9,9
5/31/18,11,11,9,9,9,9,9,9
6/1/18,12,12,11,11,10,10,10,10
6/2/18,13,13,12,12,11,11,11,11
6/3/18,13,13,12,12,11,11,11,11
6/4/18,13,13,12,12,10,10,10,10
6/5/18,12,12,12,12,11,10,10,10
6/6/18,12,12,11,11,10,10,10,10
6/7/18,12,12,12,12,11,10,10,10
6/8/18,13,13,12,12,12,11,11,11
6/9/18,13,13,13,13,12,11,11,11
6/10/18,13,13,12,12,12,11,11,11
6/11/18,13,13,12,12,12,11,11,11
6/12/18,13,13,13,13,12,11,11,11
6/13/18,13,13,13,13,12,11,11,11
6/14/18,13,13,13,13,12,11,11,11
6/15/18,12,12,12,12,12,11,11,11
6/16/18,12,12,11,11,10,10,10,10
6/17/18,10,10,9,9,9,9,9,9
6/18/18,12,12,11,11,10,9,9,9
6/19/18,12,12,12,12,11,10,10,10
6/20/18,13,13,12,12,12,10,10,10
6/21/18,13,13,12,12,11,10,10,10
6/22/18,13,13,12,12,11,11,11,11
6/23/18,13,13,12,12,10,10,10,10
6/24/18,13,13,12,12,10,10,10,10
6/25/18,13,13,12,12,11,10,10,10
