Date,ME,RA,EA,NE,OC,NC,BC,CM
4/8/13,8,8,8,8,8,8,8,8
4/9/13,9,9,8,8,9,9,9,9
4/10/13,11,11,12,12,11,11,11,11
4/11/13,11,11,11,11,10,10,10,10
4/12/13,11,11,10,10,7,7,7,7
4/13/13,11,11,8,8,6,6,6,6
4/14/13,7,7,6,6,6,6,6,6
4/15/13,7,7,6,6,7,7,7,7
4/16/13,8,8,7,7,8,8,8,8
4/17/13,10,10,10,10,9,9,9,9
4/18/13,13,13,12,12,11,11,11,11
4/19/13,12,12,11,11,11,11,11,11
4/20/13,10,10,10,10,12,12,12,12
4/21/13,10,10,10,10,10,10,10,10
4/22/13,10,10,9,9,7,7,7,7
4/23/13,11,11,9,9,7,7,7,7
4/24/13,9,9,8,8,6,6,6,6
4/25/13,9,9,9,9,8,8,8,8
4/26/13,10,10,9,9,9,9,9,9
4/27/13,11,11,9,9,7,7,7,7
4/28/13,11,11,9,9,7,7,7,7
4/29/13,11,11,9,9,7,7,7,7
4/30/13,10,10,9,9,7,7,7,7
5/1/13,12,12,9,9,8,8,8,8
5/2/13,14,14,11,11,10,10,10,10
5/3/13,11,11,11,11,11,11,11,11
5/4/13,11,11,10,10,8,8,9,9
5/5/13,9,9,9,9,8,7,8,9
5/6/13,8,8,8,8,6,6,7,6
5/7/13,7,7,7,7,7,7,8,7
5/8/13,6,6,6,6,6,6,6,6
5/9/13,7,7,6,6,6,6,6,6
5/10/13,8,8,7,7,6,6,6,6
5/11/13,10,10,9,9,6,6,6,7
5/12/13,10,10,10,10,8,7,8,8
5/13/13,10,10,10,10,9,8,10,10
5/14/13,11,11,10,10,7,7,7,7
5/15/13,10,10,8,8,7,7,7,7
5/16/13,9,9,7,7,6,6,6,6
5/17/13,9,9,8,7,6,6,6,7
5/18/13,9,9,9,8,6,6,6,6
5/19/13,9,9,9,8,7,7,7,7
5/20/13,11,11,9,9,8,8,7,7
5/21/13,10,10,9,9,8,8,8,8
5/22/13,10,10,8,8,6,6,6,7
5/23/13,9,9,9,9,7,6,6,7
5/24/13,9,9,8,8,6,6,7,6
5/25/13,9,9,8,8,6,6,6,6
5/26/13,9,9,7,7,6,6,6,7
5/27/13,8,8,7,7,6,7,6,7
5/28/13,9,9,9,9,6,6,7,7
5/29/13,9,9,9,9,6,6,6,7
5/30/13,10,10,8,8,7,7,7,7
5/31/13,10,10,8,8,8,7,7,7
6/1/13,11,11,10,10,9,8,8,8
6/2/13,10,10,9,9,7,7,8,7
6/3/13,9,9,7,7,7,7,7,7
6/4/13,10,10,8,8,6,6,6,6
6/5/13,10,10,7,7,6,6,6,6
6/6/13,10,10,7,7,6,6,6,6
6/7/13,10,10,9,9,6,6,6,6
6/8/13,11,11,9,9,6,6,6,6
6/9/13,11,11,11,11,6,7,6,6
6/10/13,11,11,8,8,6,6,6,7
6/11/13,10,10,9,9,7,6,6,6
6/12/13,10,10,8,8,6,6,6,6
6/13/13,9,9,8,8,6,6,6,6
6/14/13,11,11,10,10,6,6,6,6
6/15/13,11,11,10,10,6,6,6,6
6/16/13,11,11,11,11,6,6,6,7
6/17/13,12,12,11,11,8,8,8,8
6/18/13,13,13,11,11,8,8,8,9
6/19/13,12,12,10,10,9,8,8,8
6/20/13,12,12,11,11,9,8,9,8
6/21/13,12,12,12,12,9,8,8,8
6/22/13,12,12,12,12,9,8,8,8
6/23/13,12,12,12,12,9,8,8,8
6/24/13,12,12,12,12,8,8,8,8
6/25/13,12,12,12,12,8,8,8,8
6/26/13,12,12,12,12,8,8,8,8
6/27/13,12,12,12,12,10,8,8,8
6/28/13,12,12,12,12,10,8,8,8
6/29/13,13,13,13,13,10,9,9,9
6/30/13,13,13,13,13,10,9,9,9
7/1/13,12,12,12,12,10,9,9,9
7/2/13,12,12,12,12,10,8,8,8
7/3/13,12,12,12,12,10,8,8,8
7/4/13,12,12,12,12,10,8,8,8
7/5/13,12,12,12,12,10,8,8,8
7/6/13,12,12,12,12,10,8,8,8
7/7/13,12,12,12,12,10,8,8,8
7/8/13,12,12,12,12,10,9,9,9
7/9/13,12,12,12,12,10,9,9,9
7/10/13,11,11,11,11,10,8,8,8
7/11/13,10,10,9,9,7,6,6,6
7/12/13,11,11,11,11,9,8,8,8
7/13/13,12,12,12,12,9,8,8,8
7/14/13,12,12,12,12,9,8,8,8
7/15/13,12,12,12,12,9,8,8,8
7/16/13,12,12,12,12,9,8,8,8
7/17/13,13,13,13,13,10,9,9,9
7/18/13,14,14,13,13,10,9,9,9
7/19/13,13,13,13,13,10,9,9,9
7/20/13,12,12,12,12,9,8,8,8
7/21/13,12,12,12,12,9,8,8,8
7/22/13,11,11,12,12,10,9,9,9
7/23/13,11,11,12,12,9,8,8,8
7/24/13,12,12,12,12,9,8,8,8
7/25/13,12,12,12,12,9,8,8,8
7/26/13,12,12,12,12,9,8,8,8
7/27/13,12,12,12,12,9,8,8,8
7/28/13,12,12,12,12,9,8,8,8
7/29/13,12,12,12,12,9,8,8,8
7/30/13,12,12,12,12,9,8,8,8
7/31/13,12,12,12,12,9,8,8,8
8/1/13,14,14,12,12,9,8,8,8
8/2/13,14,14,13,13,10,9,9,9
8/3/13,14,14,13,13,10,9,9,9
8/4/13,14,14,13,13,10,9,9,9
8/5/13,13,13,12,12,9,8,8,8
8/6/13,13,13,12,12,9,8,8,8
8/7/13,13,13,12,12,9,8,8,8
8/8/13,13,13,12,12,9,8,8,8
8/9/13,14,14,13,13,9,8,8,8
8/10/13,14,14,13,13,9,8,8,8
8/11/13,14,14,13,13,9,8,8,8
8/12/13,14,14,12,12,9,9,9,9
8/13/13,14,14,13,13,10,9,9,9
8/14/13,14,14,13,13,11,10,10,10
8/15/13,14,14,13,13,11,10,10,10
8/16/13,14,14,13,13,10,9,9,9
8/17/13,14,14,14,14,11,10,10,10
8/18/13,14,14,14,14,11,10,10,10
8/19/13,14,14,13,13,10,9,9,9
8/20/13,14,14,14,14,10,9,9,9
8/21/13,14,14,14,14,11,10,10,10
8/22/13,14,14,14,14,11,10,10,10
8/23/13,14,14,14,14,11,10,10,10
8/24/13,13,13,13,13,11,10,10,10
8/25/13,11,11,11,11,10,9,9,9
8/26/13,10,10,11,11,9,8,8,8
8/27/13,10,10,11,11,10,9,9,9
8/28/13,10,10,11,11,10,9,9,9
8/29/13,10,10,11,11,10,9,9,9
8/30/13,10,10,11,11,11,10,10,10
8/31/13,10,10,11,11,11,10,10,10
9/1/13,11,11,12,12,10,9,9,9
9/2/13,12,12,12,12,10,9,9,9
9/3/13,12,12,13,13,11,10,10,10
9/4/13,12,12,13,13,11,10,10,10
9/5/13,12,12,13,13,11,10,10,10
9/6/13,12,12,13,13,11,10,10,10
9/7/13,12,12,13,13,11,10,10,10
9/8/13,12,12,13,13,11,10,10,10
9/9/13,12,12,13,13,10,9,9,9
9/10/13,12,12,13,13,10,9,9,9
9/11/13,12,12,13,13,10,9,9,9
9/12/13,12,12,13,13,10,9,9,9
9/13/13,12,12,13,13,10,9,9,9
9/14/13,12,12,13,13,11,10,10,10
9/15/13,12,12,13,13,11,10,10,10
9/16/13,12,12,13,13,10,9,9,9
9/17/13,12,12,13,13,10,9,9,9
9/18/13,13,13,14,14,11,10,10,10
9/19/13,13,13,14,14,11,10,10,10
9/20/13,13,13,13,13,11,10,10,10
9/21/13,13,13,13,13,11,10,10,10
9/22/13,12,12,12,12,10,9,9,9
9/23/13,14,14,14,14,11,10,10,10
9/24/13,13,13,13,13,11,10,10,10
9/25/13,13,13,13,13,10,9,9,9
9/26/13,11,11,11,11,10,9,9,9
9/27/13,14,14,14,14,12,11,11,11
9/28/13,15,15,15,15,12,12,12,12
9/29/13,14,14,14,14,12,12,12,12
9/30/13,13,13,13,13,11,11,11,11
10/1/13,13,13,13,13,10,9,9,9
10/2/13,13,13,13,13,10,9,9,9
10/3/13,12,12,12,12,10,10,10,10
10/4/13,16,16,14,14,13,13,13,13
10/5/13,16,16,15,15,14,14,14,14
10/6/13,16,16,15,15,14,14,14,14
10/7/13,14,14,14,14,12,12,12,12
10/8/13,13,13,13,13,10,10,10,10
10/9/13,7,7,8,8,8,8,8,8
10/10/13,7,7,7,7,8,8,8,8
10/11/13,9,9,8,8,8,8,8,8
10/12/13,10,10,9,9,8,8,8,8
10/13/13,9,9,8,8,7,7,7,7
10/14/13,12,12,12,12,9,8,8,8
10/15/13,12,12,12,12,12,11,11,11
10/16/13,12,12,12,12,12,12,12,12
10/17/13,12,12,12,12,12,11,11,11
10/18/13,12,12,12,12,11,11,11,11
10/19/13,12,12,12,12,11,11,11,11
10/20/13,12,12,12,12,11,11,11,11
10/21/13,13,13,13,13,10,10,10,10
10/22/13,13,13,13,13,9,9,9,9
10/23/13,12,12,12,12,9,9,9,9
10/24/13,12,12,11,11,9,9,9,9
10/25/13,12,12,10,10,9,9,9,9
10/26/13,13,13,12,12,11,11,11,11
10/27/13,13,13,12,12,11,11,11,11
10/28/13,9,9,10,10,8,8,8,8
10/29/13,8,8,7,7,7,7,7,7
10/30/13,9,9,8,8,8,8,8,8
10/31/13,10,10,9,9,9,9,9,9
11/1/13,12,12,12,12,11,11,11,11
11/2/13,11,11,11,11,11,11,11,11
11/3/13,10,10,10,10,7,7,7,7
11/4/13,8,8,10,10,8,8,8,8
11/5/13,13,13,12,12,11,11,11,11
11/6/13,13,13,12,12,12,12,12,12
11/7/13,12,12,12,12,12,12,12,12
11/8/13,11,11,12,12,11,11,11,11
11/9/13,11,11,11,11,11,10,10,10
11/10/13,11,11,12,12,11,11,11,11
11/11/13,11,11,12,12,11,11,11,11
11/12/13,12,12,12,12,11,11,11,11
11/13/13,12,12,12,12,11,11,11,11
11/14/13,13,13,13,13,11,11,11,11
11/15/13,9,9,10,10,10,10,10,10
11/16/13,9,9,9,9,7,7,7,7
11/17/13,9,9,8,8,7,7,7,7
11/18/13,7,7,8,8,8,7,7,7
11/19/13,8,8,7,7,7,7,7,7
11/20/13,7,7,7,7,7,7,7,7
11/21/13,7,7,7,7,7,7,7,7
11/22/13,7,7,7,7,8,8,8,8
11/23/13,8,8,9,9,8,8,8,8
11/24/13,9,9,9,9,8,8,8,8
11/25/13,10,10,9,9,9,9,9,9
11/26/13,9,9,9,9,9,8,8,8
11/27/13,9,9,9,9,9,8,8,8
11/28/13,9,9,9,9,8,8,8,8
11/29/13,9,9,9,9,9,9,9,9
11/30/13,9,9,9,9,9,9,9,9
12/1/13,9,9,9,9,9,9,9,9
12/2/13,11,11,11,11,11,11,10,10
12/3/13,10,9,9,9,8,8,8,8
12/4/13,8,8,8,8,11,11,9,9
12/5/13,7,7,8,8,11,10,9,9
12/6/13,7,7,8,8,11,10,9,9
12/7/13,7,7,9,9,9,9,9,9
12/8/13,7,7,9,9,9,9,9,9
12/9/13,11,11,11,11,10,9,9,9
12/10/13,10,11,10,10,11,11,11,11
12/11/13,9,10,10,10,10,10,10,10
12/12/13,8,9,9,9,9,10,10,10
12/13/13,10,10,10,10,9,9,10,10
12/14/13,12,12,11,11,10,10,10,10
12/15/13,12,12,11,11,10,10,11,11
12/16/13,11,11,11,11,10,10,10,10
12/17/13,11,11,11,11,9,10,10,10
12/18/13,10,10,10,10,8,9,9,9
12/19/13,5,6,7,7,6,8,8,8
12/20/13,6,7,8,8,7,8,8,8
12/21/13,6,7,8,8,7,8,8,8
12/22/13,8,9,9,9,7,8,8,8
12/23/13,9,9,9,9,9,9,9,9
12/24/13,8,8,9,9,8,8,8,8
12/25/13,11,11,10,10,10,10,10,10
12/26/13,11,11,10,10,10,10,10,10
12/27/13,10,10,10,10,11,11,11,11
12/28/13,10,10,10,10,10,10,10,10
12/29/13,11,11,11,11,10,10,10,10
12/30/13,10,10,11,11,10,10,10,10
12/31/13,10,10,11,11,10,10,10,10
1/1/14,11,11,11,11,10,10,10,10
1/2/14,10,10,11,11,10,10,10,10
1/3/14,10,10,10,10,9,9,10,10
1/4/14,10,10,10,10,9,9,9,9
1/5/14,11,11,11,11,10,10,10,10
1/6/14,11,11,11,11,11,11,11,11
1/7/14,10,10,11,11,10,10,11,11
1/8/14,9,9,10,10,9,9,9,9
1/9/14,9,9,9,9,8,8,8,8
1/10/14,10,10,10,10,9,9,9,9
1/11/14,10,10,10,10,10,10,10,10
1/12/14,10,10,11,11,10,10,10,10
1/13/14,13,13,12,12,11,11,11,11
1/14/14,13,13,12,12,11,11,11,11
1/15/14,13,13,12,12,11,11,11,11
1/16/14,13,13,11,11,11,11,11,11
1/17/14,12,12,11,11,11,11,11,11
1/18/14,11,11,11,11,11,11,11,11
1/19/14,11,11,11,11,11,11,11,11
1/20/14,11,11,11,11,11,11,11,11
1/21/14,13,13,13,13,10,10,10,10
1/22/14,13,13,12,12,9,9,9,9
1/23/14,13,13,12,12,9,9,9,9
1/24/14,14,14,13,13,12,12,12,12
1/25/14,13,13,12,12,10,10,10,10
1/26/14,12,12,12,12,10,10,10,10
1/27/14,11,11,10,10,8,8,8,8
1/28/14,12,12,12,12,9,9,9,9
1/29/14,13,13,12,12,9,9,9,9
1/30/14,10,10,8,8,7,7,7,7
1/31/14,9,9,9,9,7,7,8,8
2/1/14,10,10,10,10,10,10,10,10
2/2/14,10,10,10,10,10,10,10,10
2/3/14,7,7,7,7,8,8,8,8
2/4/14,7,7,7,7,8,8,7,7
2/5/14,8,8,9,9,9,9,9,9
2/6/14,8,8,7,7,7,7,7,7
2/7/14,7,7,7,7,7,7,7,7
2/8/14,9,9,8,8,8,8,8,8
2/9/14,9,9,8,8,7,7,7,7
2/10/14,8,8,8,8,7,7,7,7
2/11/14,9,9,9,9,8,8,8,8
2/12/14,11,11,11,11,9,9,9,9
2/13/14,11,11,11,11,9,9,9,9
2/14/14,11,11,11,11,10,10,10,10
2/15/14,11,11,10,10,10,10,10,10
2/16/14,11,11,10,10,10,10,10,10
2/17/14,11,11,10,10,9,9,9,9
2/18/14,10,10,9,9,8,8,8,8
2/19/14,9,9,9,9,8,8,8,8
2/20/14,12,12,12,12,10,10,10,10
2/21/14,12,12,11,11,9,9,9,9
2/22/14,11,11,10,10,9,9,9,9
2/23/14,11,11,10,10,9,9,9,9
2/24/14,11,11,10,10,9,9,9,9
2/25/14,10,10,10,10,9,9,9,9
2/26/14,10,10,8,8,7,7,7,7
2/27/14,9,9,8,8,7,7,7,7
2/28/14,8,8,8,8,7,7,7,7
3/1/14,8,8,8,8,8,8,8,8
3/2/14,8,8,7,7,7,7,7,7
3/3/14,9,9,8,8,7,7,7,7
3/4/14,8,8,8,8,7,7,7,7
3/5/14,9,9,9,9,8,8,8,8
3/6/14,9,9,9,9,8,8,8,8
3/7/14,8,8,8,8,8,8,8,8
3/8/14,11,11,11,11,9,9,9,9
3/9/14,11,11,10,10,9,9,9,9
3/10/14,9,9,10,10,9,9,9,9
3/11/14,8,8,8,8,8,8,8,8
3/12/14,10,10,10,10,9,9,9,9
3/13/14,6,6,8,8,7,7,7,7
3/14/14,8,8,8,8,7,7,7,7
3/15/14,11,11,11,11,9,9,9,9
3/16/14,11,11,11,11,11,11,11,11
3/17/14,10,10,10,10,9,9,9,9
3/18/14,10,10,9,9,8,8,8,8
3/19/14,11,11,9,9,8,8,8,8
3/20/14,8,8,8,8,7,7,7,7
3/21/14,7,7,7,7,6,6,6,6
3/22/14,7,7,7,7,6,6,6,6
3/23/14,7,7,8,8,7,7,7,7
3/24/14,8,8,9,9,6,6,6,6
3/25/14,7,7,8,8,6,6,6,6
3/26/14,4,4,6,6,7,7,7,7
3/27/14,5,5,6,6,7,7,7,7
3/28/14,6,6,7,7,7,7,7,7
3/29/14,6,6,7,7,7,7,7,7
3/30/14,6,6,7,7,8,8,8,8
3/31/14,8,6,7,7,7,7,7,7
4/1/14,6,6,6,6,6,6,6,6
4/2/14,6,6,6,6,6,6,6,6
4/3/14,6,6,7,7,7,7,7,7
4/4/14,6,6,6,6,6,6,6,6
4/5/14,6,6,6,6,7,7,7,7
4/6/14,7,7,6,6,7,7,7,7
4/7/14,9,9,8,8,7,7,7,7
4/8/14,9,9,9,9,9,9,9,9
4/9/14,9,9,9,9,9,9,9,9
4/10/14,9,9,9,9,9,9,9,9
4/11/14,9,9,9,9,8,8,8,8
4/12/14,9,9,8,8,6,6,6,6
4/13/14,8,8,8,8,6,6,6,6
4/14/14,10,10,9,9,9,9,9,9
4/15/14,9,9,8,8,6,6,6,6
4/16/14,8,8,7,7,6,6,6,6
4/17/14,8,8,7,7,6,6,6,6
4/18/14,7,7,6,6,6,6,6,6
4/19/14,8,8,8,8,6,6,6,6
4/20/14,8,8,8,8,6,6,6,6
4/21/14,8,8,7,7,6,6,6,6
4/22/14,8,8,7,7,7,7,7,7
4/23/14,8,8,8,8,7,7,7,7
4/24/14,9,9,8,8,7,7,7,7
4/25/14,8,8,7,7,7,7,7,7
4/26/14,7,7,8,8,7,7,7,7
4/27/14,8,8,8,8,7,7,7,7
4/28/14,8,8,8,8,7,7,7,7
4/29/14,12,12,12,12,12,12,12,12
4/30/14,12,12,12,12,12,12,12,12
5/1/14,12,12,12,12,12,12,12,12
5/2/14,12,12,12,12,12,12,12,12
5/3/14,10,10,10,10,10,10,10,10
5/4/14,10,10,9,9,8,8,8,8
5/5/14,10,10,9,9,7,7,7,7
5/6/14,7,7,7,7,8,8,8,8
5/7/14,8,7,8,8,8,8,8,8
5/8/14,9,8,8,8,7,7,7,7
5/9/14,9,8,8,8,7,7,7,7
5/10/14,9,8,8,8,7,7,7,7
5/11/14,12,12,10,10,10,9,9,9
5/12/14,13,13,13,13,12,12,12,12
5/13/14,14,14,14,14,12,12,12,12
5/14/14,14,14,14,14,12,12,12,12
5/15/14,14,14,13,13,13,13,13,13
5/16/14,12,12,12,12,12,12,12,12
5/17/14,12,12,12,12,10,10,10,10
5/18/14,12,12,10,10,7,7,7,7
5/19/14,11,11,10,10,8,8,8,8
5/20/14,9,9,9,9,8,8,8,8
5/21/14,9,9,8,8,7,7,7,7
5/22/14,8,8,7,7,6,6,6,6
5/23/14,9,9,8,8,6,6,6,6
5/24/14,9,9,8,8,6,6,6,6
5/25/14,9,9,8,8,7,7,7,7
5/26/14,10,10,9,9,8,8,8,8
5/27/14,10,10,8,8,7,7,7,7
5/28/14,9,9,7,7,7,7,7,7
5/29/14,10,10,8,8,7,7,7,7
5/30/14,10,10,9,9,7,7,7,7
5/31/14,11,11,11,11,8,8,8,8
6/1/14,11,11,11,11,8,8,8,8
6/2/14,13,13,12,12,8,8,8,8
6/3/14,12,12,12,12,8,8,8,8
6/4/14,12,12,12,12,8,8,8,8
6/5/14,12,12,12,12,9,9,9,9
6/6/14,12,12,12,12,8,8,8,8
6/7/14,12,12,12,12,8,8,8,8
6/8/14,12,12,12,12,8,8,8,8
6/9/14,13,13,12,12,8,8,8,8
6/10/14,12,12,12,12,8,8,8,8
6/11/14,12,12,12,12,8,8,8,8
6/12/14,12,12,12,12,8,8,8,8
6/13/14,12,12,12,12,8,8,8,8
6/14/14,12,12,12,12,8,8,8,8
6/15/14,12,12,12,12,8,8,8,8
6/16/14,13,13,12,12,8,8,8,8
6/17/14,12,12,12,12,9,9,9,9
6/18/14,12,12,12,12,9,9,9,9
6/19/14,12,12,12,12,9,9,9,9
6/20/14,12,12,12,12,9,9,9,9
6/21/14,12,12,12,12,9,9,9,9
6/22/14,12,12,12,12,9,9,9,9
6/23/14,12,12,12,12,8,8,8,8
6/24/14,12,12,12,12,8,8,8,8
6/25/14,12,12,12,12,8,8,8,8
6/26/14,12,12,12,12,8,8,8,8
6/27/14,12,12,12,12,8,8,8,8
6/28/14,12,12,12,12,8,8,8,8
6/29/14,12,12,12,12,8,8,8,8
6/30/14,12,12,12,12,8,8,8,8
7/1/14,12,12,12,12,8,8,8,8
7/2/14,12,12,12,12,8,8,8,8
7/3/14,12,12,12,12,8,8,8,8
7/4/14,12,12,12,12,9,9,9,9
7/5/14,12,12,12,12,9,9,9,9
7/6/14,12,12,12,12,9,9,9,9
7/7/14,12,12,12,12,8,8,8,8
7/8/14,13,13,12,12,8,8,8,8
7/9/14,13,13,12,12,8,8,8,8
7/10/14,13,13,12,12,8,8,8,8
7/11/14,13,13,12,12,9,9,9,9
7/12/14,13,13,12,12,8,8,8,8
7/13/14,13,13,12,12,9,9,9,9
7/14/14,12,12,12,12,8,8,8,8
7/15/14,12,12,10,10,9,9,9,9
7/16/14,12,12,11,11,7,7,7,7
7/17/14,12,12,12,12,8,8,8,8
7/18/14,12,12,12,12,7,7,7,7
7/19/14,12,12,12,12,7,7,7,7
7/20/14,12,12,12,12,7,7,7,7
7/21/14,12,12,12,12,8,8,8,8
7/22/14,12,12,12,12,8,8,8,8
7/23/14,12,12,12,12,10,9,9,9
7/24/14,14,14,14,14,10,9,9,9
7/25/14,13,13,12,12,8,8,8,8
7/26/14,12,12,13,13,9,9,9,9
7/27/14,12,12,13,13,10,9,9,9
7/28/14,12,12,12,12,10,9,9,9
7/29/14,12,12,12,12,10,10,10,10
7/30/14,13,13,13,13,10,9,9,9
7/31/14,13,13,13,13,10,9,9,9
8/1/14,13,13,13,13,9,8,8,8
8/2/14,11,11,11,11,9,8,8,8
8/3/14,11,11,11,11,9,8,8,8
8/4/14,11,11,11,11,9,9,9,9
8/5/14,11,11,12,12,9,9,9,9
8/6/14,12,12,12,12,9,8,8,8
8/7/14,12,12,12,12,8,8,8,8
8/8/14,12,12,12,12,8,8,8,8
8/9/14,12,12,12,12,8,8,8,8
8/10/14,12,12,12,12,9,8,8,8
8/11/14,12,12,12,12,9,8,8,8
8/12/14,12,12,12,12,8,8,8,8
8/13/14,12,12,12,12,8,8,8,8
8/14/14,12,12,12,12,8,8,8,8
8/15/14,12,12,12,12,9,8,8,8
8/16/14,12,12,12,12,10,9,9,9
8/17/14,12,12,12,12,10,8,8,8
8/18/14,12,12,12,12,9,8,8,8
8/19/14,12,12,12,12,9,9,9,9
8/20/14,12,12,12,12,7,7,7,7
8/21/14,12,12,12,12,7,7,7,7
8/22/14,12,12,12,12,8,8,8,8
8/23/14,12,12,12,12,7,7,7,7
8/24/14,12,12,12,12,7,7,7,7
8/25/14,12,12,12,12,8,8,8,8
8/26/14,12,12,12,12,9,8,8,8
8/27/14,12,12,12,12,10,10,10,10
8/28/14,12,12,12,12,10,9,9,9
8/29/14,13,13,13,13,10,9,9,9
8/30/14,13,13,12,12,9,8,8,8
8/31/14,13,13,12,12,9,8,8,8
9/1/14,13,13,12,12,8,8,8,8
9/2/14,13,13,12,12,8,8,8,8
9/3/14,13,13,12,12,9,9,9,9
9/4/14,13,13,12,12,9,9,9,9
9/5/14,13,13,12,12,10,10,10,10
9/6/14,12,12,12,12,10,10,10,10
9/7/14,10,10,11,11,10,9,9,9
9/8/14,10,10,12,12,10,10,10,10
9/9/14,12,12,12,12,10,10,10,10
9/10/14,12,12,12,12,10,10,10,10
9/11/14,12,12,12,12,10,10,10,10
9/12/14,13,13,12,12,11,11,11,11
9/13/14,13,13,13,13,12,12,12,12
9/14/14,14,14,14,14,12,12,12,12
9/15/14,13,13,13,13,12,12,12,12
9/16/14,13,13,13,13,12,12,12,12
9/17/14,12,12,13,13,12,12,12,12
9/18/14,13,13,12,12,10,10,10,10
9/19/14,12,12,12,12,10,9,9,9
9/20/14,12,12,12,12,9,9,9,9
9/21/14,12,12,12,12,10,9,9,9
9/22/14,12,12,12,12,10,9,9,9
9/23/14,12,12,12,12,10,9,9,9
9/24/14,12,12,13,13,10,9,9,9
9/25/14,12,12,13,13,10,9,9,9
9/26/14,12,12,12,12,9,9,9,9
9/27/14,11,11,11,11,10,9,9,9
9/28/14,11,11,11,11,10,9,9,9
9/29/14,12,12,12,12,9,9,9,9
9/30/14,12,12,12,12,10,10,10,10
10/1/14,13,13,13,13,11,11,11,11
10/2/14,15,15,15,15,13,13,13,13
10/3/14,15,15,14,14,13,13,13,13
10/4/14,14,14,14,14,13,13,13,13
10/5/14,14,14,14,14,13,13,13,13
10/6/14,14,14,14,14,12,12,12,12
10/7/14,13,13,13,13,12,12,12,12
10/8/14,12,12,12,12,11,11,11,11
10/9/14,12,12,12,12,10,10,10,10
10/10/14,13,13,13,13,10,10,10,10
10/11/14,14,14,14,14,10,10,10,10
10/12/14,14,14,14,14,11,11,11,11
10/13/14,15,15,14,14,11,11,11,11
10/14/14,14,14,14,14,10,10,10,10
10/15/14,12,12,12,12,9,9,9,9
10/16/14,12,12,12,12,9,9,9,9
10/17/14,12,12,12,12,9,8,8,8
10/18/14,12,12,12,12,9,8,8,8
10/19/14,12,12,12,12,8,8,8,8
10/20/14,12,12,12,12,9,9,9,9
10/21/14,12,12,12,12,8,8,8,8
10/22/14,13,13,12,12,10,10,10,10
10/23/14,13,13,13,13,11,11,11,11
10/24/14,13,13,13,13,11,11,11,11
10/25/14,12,12,12,12,10,10,10,10
10/26/14,12,12,12,12,8,8,8,8
10/27/14,12,12,12,12,9,9,9,9
10/28/14,12,12,12,12,9,9,9,9
10/29/14,12,12,12,12,10,10,10,10
10/30/14,12,12,12,12,10,10,10,10
10/31/14,12,12,12,12,10,10,10,10
11/1/14,11,11,11,11,9,9,9,9
11/2/14,11,11,11,11,10,9,9,9
11/3/14,11,11,11,11,10,10,10,10
11/4/14,13,13,12,12,11,10,10,10
11/5/14,15,15,15,15,12,12,12,12
11/6/14,15,15,14,14,12,12,12,12
11/7/14,14,14,14,14,12,12,12,12
11/8/14,13,13,13,13,12,12,12,12
11/9/14,13,13,13,13,12,12,12,12
11/10/14,12,12,12,12,11,11,11,11
11/11/14,12,12,12,12,10,10,10,10
11/12/14,12,12,12,12,9,9,9,9
11/13/14,12,12,12,12,8,8,8,8
11/14/14,12,12,12,12,8,8,8,8
11/15/14,12,12,12,12,9,8,8,8
11/16/14,14,14,12,12,13,10,10,10
11/17/14,15,15,14,14,12,12,12,12
11/18/14,15,15,14,14,12,12,12,12
11/19/14,13,13,13,13,11,11,11,11
11/20/14,12,12,12,12,9,9,9,9
11/21/14,10,10,11,11,8,8,8,8
11/22/14,11,11,11,11,9,9,9,9
11/23/14,12,12,12,12,9,9,9,9
11/24/14,14,14,14,14,12,12,12,12
11/25/14,15,15,15,15,14,14,13,13
11/26/14,14,14,14,14,13,13,13,13
11/27/14,14,14,14,14,12,12,12,12
11/28/14,13,13,13,13,12,12,12,12
11/29/14,13,13,13,13,11,11,11,11
11/30/14,12,12,12,12,10,10,10,10
12/1/14,12,12,12,12,10,10,10,10
12/2/14,10,10,10,10,9,9,9,9
12/3/14,8,8,8,8,8,8,8,8
12/4/14,8,8,8,8,8,8,8,8
12/5/14,6,6,6,6,6,6,6,6
12/6/14,6,6,6,6,6,6,6,6
12/7/14,7,7,7,7,6,6,6,6
12/8/14,8,8,8,8,6,6,6,6
12/9/14,8,8,8,8,7,7,7,7
12/10/14,8,8,8,8,7,7,7,7
12/11/14,7,7,7,7,6,6,6,6
12/12/14,3,3,4,4,4,4,4,4
12/13/14,3,3,4,4,4,4,4,4
12/14/14,4,4,4,4,4,4,4,4
12/15/14,5,5,5,5,5,5,5,5
12/16/14,3,3,4,4,4,4,4,4
12/17/14,3,3,3,3,4,4,4,4
12/18/14,3,3,3,3,4,4,4,4
12/19/14,3,3,3,3,4,4,4,4
12/20/14,3,3,4,4,4,4,4,4
12/21/14,4,4,4,4,4,4,4,4
12/22/14,5,5,5,5,4,4,4,4
12/23/14,5,5,5,5,4,4,4,4
12/24/14,5,5,5,5,5,5,5,5
12/25/14,4,4,4,4,4,4,4,4
12/26/14,5,5,5,5,4,4,4,4
12/27/14,5,5,5,5,5,5,5,5
12/28/14,4,4,4,4,4,4,4,4
12/29/14,4,4,4,4,4,4,4,4
12/30/14,3,3,4,4,4,4,4,4
12/31/14,3,3,3,3,3,3,3,3
1/1/15,3,3,3,3,3,3,3,3
1/2/15,3,3,3,3,4,4,4,4
